age,flux,flux_sd,low,high
2.4929584399688403,0.314039660729495,0.09941601970177838,0.21462364102771664,0.4134556804312734
2.49746272393457,0.4200451932305316,0.13304872856695743,0.28699646466357415,0.5530939217974891
2.5019135974184903,0.2893440665025138,0.09157639310602159,0.19776767339649223,0.3809204596085354
2.507032101925,0.5870466847615371,0.18618646544947184,0.4008602193120653,0.7732331502110089
2.51122215422276,0.8423146273538664,0.266943102675724,0.5753715246781423,1.1092577300295905
2.51531980994152,2.2288039182424977,0.7085860692737197,1.520217848968778,2.9373899875162173
2.5193402777777703,2.499746817598559,0.8106073351150256,1.6891394824835335,3.3103541527135847
2.52281249999999,0.6992633871124522,0.2228071658527239,0.4764562212597283,0.922070552965176
2.52701571637426,0.7063951100270922,0.224184045499222,0.4822110645278702,0.9305791555263142
2.53103618421052,0.9033200862075017,0.28668085103100005,0.6166392351765017,1.1900009372385019
2.5353307748538,0.7982342707760633,0.18022036692720209,0.6180139038488612,0.9784546377032655
2.53871436403508,0.6221565712094198,0.1970537926587589,0.4251027785506609,0.8192103638681787
2.5431484156360002,0.28912721015865744,0.09175843195571616,0.1973687782029413,0.3808856421143736
2.5454053444073304,0.23129182456873787,0.07340358984184833,0.15788823472688954,0.30469541441058623
2.55839943289224,0.4676633590443473,0.14841929434972437,0.31924406469462296,0.6160826533940716
2.56369243856332,0.42149047744365986,0.13376570566732013,0.2877247717763397,0.55525618311098
2.5689854442344,0.5859572686510937,0.1859614670475826,0.39999580160351106,0.7719187356986763
2.57507658232172,0.7232760756326692,0.22954144832898724,0.4937346273036819,0.9528175239616564
2.5776388161341,0.47112140791503193,0.14951675294528907,0.3216046549697429,0.620638160860321
2.5827632837588492,0.4357512328691256,0.13829154934570187,0.2974596835234237,0.5740427822148275
2.5878877513836,0.45415772926564096,0.10266673444996724,0.3514909948156737,0.5568244637156082
2.59376317313542,0.8980071647742404,0.28499472353178446,0.6130124412424559,1.1830018883060247
2.59733945197251,1.361087168982362,0.43195942821269856,0.9291277407696634,1.7930465971950607
2.60069616451424,2.24312362835822,0.5145830442326417,1.7285405841255783,2.7577066725908614
2.60422954613713,1.4160939558124552,0.32476072523861654,1.0913332305738388,1.7408546810510717
2.60793959684115,1.1177994530283122,0.25695920137597444,0.8608402516523377,1.3747586544042867
2.6095296185714503,1.3772835746939098,0.43709957669818605,0.9401839979957238,1.8143831513920958
2.6114729784640294,1.2922414420406476,0.4104907598051016,0.8817506822355461,1.7027322018457491
2.6152323468632894,0.9440497354468732,0.29960695627809947,0.6444427791687737,1.2436566917249727
2.61986264074956,1.1474435559995857,0.36415673709311824,0.7832868189064675,1.511600293092704
2.6247169598093203,1.0300836699943194,0.32691098942227287,0.7031726805720466,1.3569946594165923
2.6293401208186,0.9324534561256642,0.2158654079651164,0.7165880481605478,1.1483188640907807
2.6341944398783492,0.8537262583739622,0.27094157877713576,0.5827846795968264,1.1246678371510979
2.6389734674588095,0.9535903348594356,0.3026347945833699,0.6509555402760656,1.2562251294428055
2.6429938563327,0.9921047279857405,0.31485785833118,0.6772468696545604,1.3069625863169205
2.64387996219281,1.0376761885177752,0.3293205779003852,0.70835561061739,1.3669967664181604
2.64932318390494,0.5859820076716048,0.18580889120150293,0.4001731164701019,0.7717908988731077
2.6542669786527693,0.42674488392627513,0.13543326265525688,0.2913116212710183,0.562178146581532
2.65851249481303,0.3294665242636494,0.104560659066793,0.2249058651968564,0.43402718333044243
2.66358419014246,0.4126382647064892,0.0930844641188544,0.3195538005876348,0.5057227288253436
2.6671766410008093,0.35394377763383905,0.11232884659434836,0.2416149310394907,0.4662726242281874
2.67203701569151,0.372870586210067,0.11833552537054406,0.25453506083952293,0.4912061115806111
2.6749955046336797,0.32786797002764134,0.10405333625199538,0.22381463377564598,0.4319213062796367
2.67626342846604,0.338572910644908,0.1074506939917959,0.2311222166531121,0.44602360463670393
2.6802934242820804,0.4256152235794967,0.13507474966021205,0.29054047391928467,0.5606899732397088
2.6831245345706503,0.5730281122714315,0.18185822434255655,0.3911698879288749,0.754886336613988
2.68648994672624,0.8361656428618945,0.1891851500345052,0.6469804928273893,1.0253507928963996
2.68891046571575,1.081041029023346,0.3430829967492281,0.7379580322741179,1.4241240257725742
2.6939845226842998,1.1633215368429322,0.367430298066345,0.7958912387765872,1.5307518349092772
2.69989189508506,0.6733889115497764,0.15079418879897408,0.5225947227508023,0.8241831003487505
2.70563939393939,0.6661425558493498,0.14917148302370953,0.5169710728256403,0.8153140388730593
2.7069278656126396,0.7403245860640284,0.2346146584354075,0.5057099276286209,0.9749392444994359
2.71236264822134,1.2540812222731734,0.39799964326342285,0.8560815790097506,1.6520808655365964
2.71705632411067,1.485916913283538,0.4715758364788852,1.0143410768046528,1.957492749762423
2.7220793807641597,1.3244858909662365,0.4203435174290267,0.9041423735372098,1.7448294083952631
2.7253731884057903,1.0530339390405778,0.3341945678149496,0.7188393712256282,1.3872285068555275
2.73150562133121,0.5732086783333467,0.18191552942531464,0.391293148908032,0.7551242077586613
2.7339232912148,0.5294691151642277,0.16804960127174312,0.36141951389248456,0.6975187164359709
2.73607233111133,0.41211998130107885,0.13079185193622891,0.28132812936484997,0.5429118332373077
2.7425194508009096,0.33819756028735043,0.1073315714774376,0.23086598880991283,0.44552913176478803
2.74708616058103,0.35048631111383377,0.11123157281565084,0.23925473829818295,0.4617178839294846
2.75571563597083,0.46257844480181537,0.1468055280173616,0.31577291678445374,0.609383972819177
2.75932832238125,0.5267302624161404,0.1671649752937677,0.3595652871223727,0.6938952377099081
