"","age","d13C","co2","D13_wet","D13_dry","d13_wet","d13_dry","d13te_wet","d13te_dry"
"67",0.23,-6.73,241.581616628176,21.5755237539678,14.9455237539678,-27.7077152846751,-21.3563420367595,-13.8023281110408,-7.3601197248804
"68",0.23,-6.62,241.581616628176,21.5755237539678,14.9455237539678,-27.6000384683828,-21.24796183563,-13.6931113382522,-7.25018950768845
"69",0.24,-6.45,247.146959064327,21.5773134281211,14.9473134281211,-27.4353326563894,-21.0821913069052,-13.5260499608372,-7.08204818633249
"70",0.24,-6.48,247.146959064327,21.5773134281211,14.9473134281211,-27.4646990093866,-21.1117494914563,-13.555836301234,-7.11202910179156
"71",0.24,-6.44,247.146959064327,21.5773134281211,14.9473134281211,-27.425543872057,-21.0723385787215,-13.516121180705,-7.07205454784605
"72",0.24,-6.77,247.146959064327,21.5773134281211,14.9473134281211,-27.7485737550256,-21.3974786087841,-13.8437709250691,-7.40184461789647
"73",0.25,-6.86,225.812664359862,21.5699737679486,14.9399737679486,-27.8296881251196,-21.4790769221716,-13.9260453647627,-7.48460992207288
"74",0.25,-7.18,225.812664359862,21.5699737679486,14.9399737679486,-28.1429314742949,-21.7943665040885,-14.2437686117202,-7.80440866628317
"75",0.25,-7.6,225.812664359862,21.5699737679486,14.9399737679486,-28.5540633700875,-22.2081840803544,-14.6607803733518,-8.22414451805901
"76",0.25,-7.06,225.812664359862,21.5699737679486,14.9399737679486,-28.0254652183542,-21.6761329108697,-14.1246223941112,-7.68448413720421
"77",0.25,-7.21,225.812664359862,21.5699737679486,14.9399737679486,-28.1722980382801,-21.8239249023932,-14.2735551661225,-7.83438979855282
"78",0.26,-6.98,235.330241369632,21.573412525784,14.943412525784,-27.9504264457972,-21.6006254685918,-14.0485104430442,-7.60789681366452
"79",0.26,-7.03,235.330241369632,21.573412525784,14.943412525784,-27.9993705543526,-21.6498892988536,-14.0981545332718,-7.65786519814753
"80",0.26,-7.78,235.330241369632,21.573412525784,14.943412525784,-28.733532182684,-22.3888467527806,-14.8428158866863,-8.40739096539266
"81",0.26,-7.15,235.330241369632,21.573412525784,14.943412525784,-28.1168364148856,-21.7681224914819,-14.2173003498181,-7.77778932090666
"82",0.26,-6.47,235.330241369632,21.573412525784,14.943412525784,-27.4511965385318,-21.0981343999215,-13.5421407227221,-7.09821929193777
"83",0.27,-7.69,244.312840303115,21.5764122353284,14.9464122353284,-28.6482850277348,-22.3030614842745,-14.7563495564812,-8.32037882571717
"84",0.27,-7.64,244.312840303115,21.5764122353284,14.9464122353284,-28.5993410628966,-22.2537977996137,-14.7067056120261,-8.27041058891746
"85",0.27,-7.01,244.312840303115,21.5764122353284,14.9464122353284,-27.982647105935,-21.6330753728873,-14.0811919118927,-7.64081080524113
"86",0.27,-6.46,244.312840303115,21.5764122353284,14.9464122353284,-27.4442634927146,-21.0911748416182,-13.5351085228872,-7.09116020044439
"87",0.28,-6.54,253.295439236598,21.5791991878817,14.9491991878817,-27.5252268353109,-21.1726845098025,-13.6172297751403,-7.17383559164466
"88",0.28,-6.63,253.295439236598,21.5791991878817,14.9491991878817,-27.6133257316779,-21.2613588987,-13.7065886313804,-7.26377817090986
"89",0.28,-7.66,253.295439236598,21.5791991878817,14.9491991878817,-28.6215686567677,-22.2761880160826,-14.7292510972387,-8.2931210224998
"90",0.29,-7.29,262.278038170081,21.5817952431932,14.9517952431932,-28.2618537033739,-21.914139516216,-14.3643916252905,-7.92589463050615
"91",0.29,-6.9,262.278038170081,21.5817952431932,14.9517952431932,-27.8800927892543,-21.529884813847,-13.9771708989292,-7.53614445060055
"92",0.3,-6.73,271.260637103564,21.5842193655334,14.9542193655334,-27.7159913287602,-21.3647265579019,-13.8107225162391,-7.36862415853727
"93",0.3,-6.96,271.260637103564,21.5842193655334,14.9542193655334,-27.9411318464386,-21.5913377642121,-14.0390829155477,-7.5984762797566
"94",0.31,-6.83,280.243236037047,21.5864880877358,14.9564880877358,-27.8160375250532,-21.465440482856,-13.9121995385468,-7.47077845912975
"95",0.31,-6.82,280.243236037047,21.5864880877358,14.9564880877358,-27.8062488286319,-21.4555878437356,-13.9022708475828,-7.46078491098046
"96",0.32,-6.48,289.22583497053,21.5886158887675,14.9586158887675,-27.4754587631619,-21.1226502767252,-13.5667499372776,-7.12308578631212
"97",0.32,-6.49,289.22583497053,21.5886158887675,14.9586158887675,-27.485247439195,-21.1325028951901,-13.5766786075616,-7.13307931351062
"98",0.32,-6.49,289.22583497053,21.5886158887675,14.9586158887675,-27.485247439195,-21.1325028951901,-13.5766786075616,-7.13307931351062
"99",0.33,-6.4,294.773775510204,21.5898653048706,14.9598653048706,-27.3983388593207,-21.0450344245431,-13.4885270913081,-7.04435989912065
"100",0.33,-7.32,294.773775510204,21.5898653048706,14.9598653048706,-28.2988959529694,-21.9514742074833,-14.4019636402977,-7.96376326958443
"101",0.34,-7.72,265.59350340136,21.5827090751313,14.9527090751313,-28.6836384512223,-22.3386852140053,-14.7922085923749,-8.35651203368013
"102",0.34,-7.84,265.59350340136,21.5827090751313,14.9527090751313,-28.8011032427992,-22.4569173236663,-14.9113533246771,-8.47643505798385
"103",0.34,-7.94,265.59350340136,21.5827090751313,14.9527090751313,-28.8989905691132,-22.555444081717,-15.0106406015957,-8.57637091157017
"104",0.35,-7.54,236.413231292517,21.5737862714154,14.9437862714154,-28.4989558881265,-22.1527404527632,-14.6048847632889,-8.16790795492761
"105",0.35,-7.43,236.413231292517,21.5737862714154,14.9437862714154,-28.3912788886985,-22.0443600660975,-14.4956678047454,-8.05797754954608
"106",0.35,-6.65,236.413231292517,21.5737862714154,14.9437862714154,-27.6277510745727,-21.2758445970138,-13.7212202805281,-7.27847103865895
"107",0.36,-7.87,213.718928571429,21.5651623794938,14.9351623794938,-28.813788354853,-22.4695756190253,-14.9242198548058,-8.48927438789462
"108",0.36,-7.77,213.718928571429,21.5651623794938,14.9351623794938,-28.7158993471982,-22.3710471575958,-14.8249308725005,-8.3893368065684
"109",0.37,-7,227.715487179487,21.57068425917,14.94068425917,-27.9674081288747,-21.617701013912,-14.0657349922657,-7.62521656751392
"110",0.37,-7.28,227.715487179487,21.57068425917,14.94068425917,-28.241495868778,-21.8935792049655,-14.343742640002,-7.90504027281213
"111",0.37,-7.38,227.715487179487,21.57068425917,14.94068425917,-28.3393843473148,-21.9921071303417,-14.443031085622,-8.00497731041867
"112",0.37,-7.05,227.715487179487,21.57068425917,14.94068425917,-28.0163523681431,-21.6669649766001,-14.1153792150758,-7.67518508631724
"113",0.37,-6.89,227.715487179487,21.57068425917,14.94068425917,-27.8597308024842,-21.5093202959981,-13.9565177020835,-7.51528582614674
"114",0.38,-7.24,241.571897435897,21.5755205563901,14.9455205563901,-28.2069411184559,-21.8588289785525,-14.3086936996206,-7.8697930607085
"115",0.38,-6.67,241.571897435897,21.5755205563901,14.9455205563901,-27.6489794322856,-21.2972224800209,-13.7427522388534,-7.30015466073723
"116",0.38,-6.52,241.571897435897,21.5755205563901,14.9455205563901,-27.5021474096092,-21.1494312961968,-13.5938202754936,-7.15024981863962
"117",0.39,-6.4,257.844581497797,21.5805365387612,14.9505365387612,-27.3894573535657,-21.0360365063424,-13.479518565337,-7.03523329581333
"118",0.39,-6.45,257.844581497797,21.5805365387612,14.9505365387612,-27.4384011208084,-21.0852999908177,-13.5291623093706,-7.0852013295646
"119",0.39,-6.42,257.844581497797,21.5805365387612,14.9505365387612,-27.4090348604628,-21.0557419001325,-13.4993760629504,-7.05522050931381
"120",0.4,-6.25,278.412863436123,21.5860376691542,14.9560376691542,-27.2478642451543,-20.8935529048666,-13.3359004413778,-6.89071194326664
"121",0.4,-5.94,278.412863436123,21.5860376691542,14.9560376691542,-26.9444145223025,-20.5881209565904,-13.0281108857922,-6.58091181315592
"122",0.4,-5.83,278.412863436123,21.5860376691542,14.9560376691542,-26.8367388141938,-20.4797418781698,-12.9188952370361,-6.47098273472943
"123",0.4,-5.75,278.412863436123,21.5860376691542,14.9560376691542,-26.7584292082965,-20.4009207302275,-12.8394656743043,-6.39103431405567
"124",0.4,-5.9,278.412863436123,21.5860376691542,14.9560376691542,-26.9052597193539,-20.5487103826192,-12.9883961044263,-6.54093760281899
"125",0.4,-6.04,278.412863436123,21.5860376691542,14.9560376691542,-27.0423015296741,-20.6866473915182,-13.1273978392069,-6.68084733899798
"126",0.4,-6.13,278.412863436123,21.5860376691542,14.9560376691542,-27.1303998363085,-20.7753211829532,-13.2167560972802,-6.77078931225606
"127",0.41,-6.32,295.052577319588,21.5899268521074,14.9599268521074,-27.3200881474117,-20.9662729425259,-13.4091572648459,-6.96447199769341
"128",0.41,-6.51,295.052577319588,21.5899268521074,14.9599268521074,-27.5060727533734,-21.153472451564,-13.5978017581634,-7.15434876920983
"129",0.41,-6.68,295.052577319588,21.5899268521074,14.9599268521074,-27.6724800323917,-21.3209667491243,-13.7665889363949,-7.3242385121456
"130",0.41,-7.89,295.052577319588,21.5899268521074,14.9599268521074,-28.8569083124634,-22.5131320435245,-14.9679564991006,-8.5334537412765
"131",0.41,-8.13,295.052577319588,21.5899268521074,14.9599268521074,-29.0918362357834,-22.7495945812567,-15.2062442801332,-8.77329808424452
"132",0.42,-8.33,274.438045602606,21.5850388546426,14.9550388546426,-29.282964919085,-22.9419412321154,-15.4001064196015,-8.96839561021943
"133",0.42,-8.48,274.438045602606,21.5850388546426,14.9550388546426,-29.4297955737001,-23.0897310299465,-15.5490369953343,-9.11829904650222
"134",0.42,-8.16,274.438045602606,21.5850388546426,14.9550388546426,-29.1165568438546,-22.7744461279068,-15.2313184337708,-8.79850504909905
"135",0.43,-8.33,271.921758957655,21.5843914540947,14.9543914540947,-29.2823497543022,-22.9413180041873,-15.3994824569451,-8.96776346910156
"136",0.43,-8.07,271.921758957655,21.5843914540947,14.9543914540947,-29.0278431250163,-22.6851488578796,-15.1413359620817,-8.7079306804743
"137",0.43,-7.99,271.921758957655,21.5843914540947,14.9543914540947,-28.9495333929284,-22.6063275820926,-15.0619062713545,-8.62798213012741
"138",0.44,-7.84,269.405472312704,21.5837319599146,14.9537319599146,-28.802075678579,-22.457902505466,-14.9123396678964,-8.47743432951211
"139",0.44,-7.94,269.405472312704,21.5837319599146,14.9537319599146,-28.899962906881,-22.5564291642201,-15.0116268454011,-8.57737008238166
"140",0.45,-7.9,266.889185667752,21.5830600300385,14.9530600300385,-28.8601692643294,-22.5163713771769,-14.9712640879696,-8.53673940275576
"141",0.45,-7.71,266.889185667752,21.5830600300385,14.9530600300385,-28.6741834082264,-22.3291706016116,-14.7826183266318,-8.34686134659864
"142",0.45,-7.01,266.889185667752,21.5830600300385,14.9530600300385,-27.9889723594259,-21.6394835337394,-14.0876076269661,-7.64731061338819
"143",0.46,-7.81,264.372899022801,21.5823753093794,14.9523753093794,-28.7714197305705,-22.4270378227756,-14.8812452891475,-8.44612823083037
"144",0.46,-7.55,264.372899022801,21.5823753093794,14.9523753093794,-28.516912599003,-22.1708681676026,-14.6230982848189,-8.1862949260601
"145",0.46,-6.9,264.372899022801,21.5823753093794,14.9523753093794,-27.880644770084,-21.5304440296702,-13.9777307739973,-7.53671166413449
"146",0.46,-6.67,264.372899022801,21.5823753093794,14.9523753093794,-27.6555038460049,-21.3038324116326,-13.749369962476,-7.3068591252993
"147",0.47,-6.57,261.85661237785,21.581677429202,14.951677429202,-27.556952176399,-21.2046326025243,-13.6494088410579,-7.20624059491252
"148",0.47,-6.42,261.85661237785,21.581677429202,14.951677429202,-27.4101210386505,-21.0568423152272,-13.500477775282,-7.05633666216374
"149",0.48,-6.06,259.340325732899,21.5809660064599,14.9509660064599,-27.0570487569999,-20.7014591937697,-13.1423559762653,-6.69587097451029
"150",0.48,-6.36,259.340325732899,21.5809660064599,14.9509660064599,-27.3507112370017,-20.9970399755492,-13.4402183152466,-6.99567905015635
"151",0.48,-6.49,259.340325732899,21.5809660064599,14.9509660064599,-27.4779649783357,-21.1251249809869,-13.5692919954719,-7.1255958829363
"152",0.49,-6.9,256.824039087948,21.5802406430948,14.9502406430948,-27.8786134559203,-21.5283860903861,-13.9756704086826,-7.53462429291619
"153",0.5,-7.44,254.307752442997,21.579500925294,14.949500925294,-28.406502772432,-22.0597191336932,-14.5111094151861,-8.07355627720176
"154",0.51,-7.3,251.791465798046,21.5787464227028,14.9487464227028,-28.2687423987906,-21.9210541430008,-14.3713788404409,-7.932908147886
"155",0.52,-7.06,249.275179153094,21.5779766875899,14.9479766875899,-28.0330795505664,-21.6838470474277,-14.1323456238629,-7.69230859866889
"156",0.53,-6.91,246.758892508143,21.5771912539611,14.9471912539611,-27.8855004769574,-21.5352990207862,-13.9826559255071,-7.54163608965018
"157",0.54,-7.42,244.242605863192,21.5763896366191,14.9463896366191,-28.3839661240931,-22.0370158118666,-14.4882504555158,-8.05052826033739
"158",0.55,-7.26,223.61152173913,21.5691368036375,14.9391368036375,-28.2204461401803,-21.8723822923506,-14.3223918654835,-7.88354020930171
"159",0.57,-6.64,208.384351687389,21.5628625633617,14.9328625633617,-27.607564445514,-21.2554577342942,-13.7007449492991,-7.25779261009654
"160",0.57,-6.74,208.384351687389,21.5628625633617,14.9328625633617,-27.7054536735435,-21.3539864189871,-13.8000341551309,-7.35773041787922
"161",0.57,-6.77,208.384351687389,21.5628625633617,14.9328625633617,-27.7348204419524,-21.383545024395,-13.8298209168804,-7.38771176021396
"162",0.58,-6.89,217.238703374778,21.5666179589469,14.9366179589469,-27.8558612416312,-21.5054000148704,-13.9525928001127,-7.51130947851743
"163",0.58,-6.5,217.238703374778,21.5666179589469,14.9366179589469,-27.4740946557386,-21.1211395663862,-13.5653663208627,-7.12155347031774
"164",0.58,-6.31,217.238703374778,21.5666179589469,14.9366179589469,-27.2881058062012,-20.9339357581502,-13.3767175232795,-6.93167233811766
"165",0.58,-6.45,217.238703374778,21.5666179589469,14.9366179589469,-27.4251502216498,-21.0718754063241,-13.5157219004461,-7.07158475131769
"166",0.59,-6.39,226.093055062167,21.5700792137568,14.9400792137568,-27.3697123503031,-21.0160970589324,-13.459491175883,-7.01500868133928
"167",0.59,-6.37,226.093055062167,21.5700792137568,14.9400792137568,-27.3501346430004,-20.9963914621099,-13.4396334749979,-6.99502126190271
"168",0.59,-6.29,226.093055062167,21.5700792137568,14.9400792137568,-27.2718238137898,-20.9175690748198,-13.3602026714573,-6.91507158415641
"169",0.59,-6.19,226.093055062167,21.5700792137568,14.9400792137568,-27.1739352772765,-20.8190410907072,-13.2609141670316,-6.81513448697353
"170",0.6,-6.17,234.947406749556,21.5732795832241,14.9432795832241,-27.1574052862293,-20.802423157966,-13.2441477697832,-6.79827889031947
"171",0.6,-6.06,234.947406749556,21.5732795832241,14.9432795832241,-27.0497282333948,-20.6940427171939,-13.1349307570695,-6.68834843005766
"172",0.6,-6.2,234.947406749556,21.5732795832241,14.9432795832241,-27.1867717551842,-20.8319814599948,-13.2739342277961,-6.82825992493645
"173",0.61,-6.4,243.801758436945,21.5762474917199,14.9462474917199,-27.385373887079,-21.0318995163279,-13.4753766985283,-7.03103714000201
"174",0.61,-6.18,243.801758436945,21.5762474917199,14.9462474917199,-27.1700204070621,-20.8151392686363,-13.2569433077007,-6.811176862396
"175",0.62,-6.05,241.362622478386,21.575451643246,14.945451643246,-27.0420081050394,-20.6862857597453,-13.1271002181148,-6.68048053529299
"176",0.62,-6.41,241.362622478386,21.575451643246,14.945451643246,-27.3944049832347,-21.0409846250066,-13.4845369542902,-7.04025218075537
"177",0.62,-7.16,241.362622478386,21.575451643246,14.945451643246,-28.1285651461415,-21.7799405943011,-14.2291968213221,-7.78977644213512
"178",0.62,-7.3,241.362622478386,21.575451643246,14.945451643246,-28.2656083765508,-21.9178790419027,-14.3681999965014,-7.92968763759268
"179",0.63,-7.69,219.694034582133,21.5676057289789,14.9376057289789,-28.6399114115418,-22.2945781112589,-14.7478561837324,-8.31177412644172
"180",0.64,-6.78,198.025446685879,21.5580427638401,14.9280427638401,-27.7400221794261,-21.3887505805091,-13.8350970478001,-7.39299176438703
"181",0.64,-7.6,198.025446685879,21.5580427638401,14.9280427638401,-28.5427176364375,-22.1966896318009,-14.6492723769525,-8.21248567988721
"182",0.64,-7.5,198.025446685879,21.5580427638401,14.9280427638401,-28.4448279465581,-22.0981604792043,-14.5499827026657,-8.11254739750927
"183",0.64,-7.94,198.025446685879,21.5580427638401,14.9280427638401,-28.8755425820276,-22.5316887506291,-14.9868572695279,-8.55227583997271
"184",0.66,-7.41,193.941351351351,21.5560009991876,14.9260009991876,-28.3547852206397,-22.007516781714,-14.4586522168979,-8.02060734528243
"185",0.66,-7.61,193.941351351351,21.5560009991876,14.9260009991876,-28.5505649916991,-22.2045754833367,-14.6572319623685,-8.22048431213784
"186",0.66,-7.7,193.941351351351,21.5560009991876,14.9260009991876,-28.6386658886759,-22.2932518990669,-14.7465928478302,-8.31042894722282
"187",0.67,-7.38,209.444651162791,21.5633290029447,14.9333290029447,-28.3323883906381,-21.9850194740032,-14.4359350751985,-7.99778828887645
"188",0.67,-7.57,209.444651162791,21.5633290029447,14.9333290029447,-28.5183778389726,-22.172223888885,-14.6245844801426,-8.18767003639823
"189",0.67,-7.15,209.444651162791,21.5633290029447,14.9333290029447,-28.1072432689701,-21.7584036033569,-14.2075700060554,-7.76793143661314
"190",0.67,-6.9,209.444651162791,21.5633290029447,14.9333290029447,-27.8625203106352,-21.5120820048282,-13.9593471048131,-7.51808703197912
"191",0.68,-6.63,223.029338235294,21.5689126710776,14.9389126710776,-27.6035344471735,-21.2514392756047,-13.6966573153195,-7.25371668080402
"192",0.68,-6.6,223.029338235294,21.5689126710776,14.9389126710776,-27.5741678526854,-21.2218808463973,-13.6668707299781,-7.22373551718965
"193",0.68,-6.22,223.029338235294,21.5689126710776,14.9389126710776,-27.2021909891702,-20.8474740764372,-13.289573982321,-6.84397411140799
"194",0.68,-6.24,223.029338235294,21.5689126710776,14.9389126710776,-27.2217687188289,-20.8671796959088,-13.3094317058818,-6.8639615538176
"195",0.69,-6,236.408014705882,21.5737844793507,14.9437844793507,-26.991476189264,-20.6354133102008,-13.0758456123989,-6.62888052561186
"196",0.69,-6.25,236.408014705882,21.5737844793507,14.9437844793507,-27.2361966429388,-20.8817323712394,-13.3240659731603,-6.87872235646557
"197",0.7,-6.42,249.78669117647,21.5781344155705,14.9481344155705,-27.4067479249522,-21.0534249889278,-13.497056420481,-7.05287046244837
"198",0.7,-6.07,249.78669117647,21.5781344155705,14.9481344155705,-27.0641407486541,-20.7085797814419,-13.1495493951253,-6.70309339835876
"199",0.71,-7.54,253.771272727273,21.5793413180946,14.9493413180946,-28.5042386238188,-22.15809243138,-14.6102430508355,-8.17333647568728
"200",0.71,-7.88,253.771272727273,21.5793413180946,14.9493413180946,-28.8370566304568,-22.4930845203038,-14.9478209052204,-8.51311950532897
"201",0.72,-8.06,239.404,21.5748008387496,14.9448008387496,-29.0089387624071,-22.6660610702557,-15.1221612358324,-8.68856990592928
"202",0.72,-7.78,239.404,21.5748008387496,14.9448008387496,-28.7348521269791,-22.3901839981542,-14.844154708367,-8.40874733558587
"203",0.72,-7.66,239.404,21.5748008387496,14.9448008387496,-28.6173864260813,-22.2719509672536,-14.7250090537391,-8.28882337686741
"204",0.73,-7.74,225.036727272727,21.5696805935516,14.9396805935516,-28.6908285850086,-22.3458408683836,-14.7995015569618,-8.3637700257467
"205",0.73,-7.1,225.036727272727,21.5696805935516,14.9396805935516,-28.0643417068662,-21.7152615224015,-14.1640548806839,-7.72417235257285
"206",0.73,-6.31,225.036727272727,21.5696805935516,14.9396805935516,-27.2910219666592,-20.9368901422048,-13.3796753896532,-6.93466897474877
"207",0.74,-6.55,217.31261682243,21.5666480198861,14.9366480198861,-27.5230677062381,-21.1704327179494,-13.6150397669522,-7.17155159544518
"208",0.74,-6.98,217.31261682243,21.5666480198861,14.9366480198861,-27.9439898270156,-21.5941044819348,-14.0419817699722,-7.60128256611699
"209",0.74,-7.8,217.31261682243,21.5666480198861,14.9366480198861,-28.7466785224515,-22.4020366830232,-14.8561502408476,-8.42076953344474
"210",0.75,-8.05,210.326635514019,21.5637134163817,14.9337134163817,-28.9886113097592,-22.6455315382282,-15.1015430670039,-8.66774676765203
"211",0.75,-8.02,210.326635514019,21.5637134163817,14.9337134163817,-28.9592445658097,-22.6159729576003,-15.0717563300636,-8.63776545045164
"212",0.75,-7.88,210.326635514019,21.5637134163817,14.9337134163817,-28.822199760712,-22.47803291467,-14.9327515576753,-8.49785263684964
"213",0.76,-7.61,208.277899641577,21.562815471382,14.932815471382,-28.5570451758473,-22.2111406072845,-14.6638048238638,-8.22714332821226
"214",0.76,-7.71,208.277899641577,21.562815471382,14.932815471382,-28.6549344083894,-22.3096692965491,-14.7630940342726,-8.327081140632
"215",0.77,-7.74,207.78829390681,21.5625982595602,14.9325982595602,-28.6840946501792,-22.3390186682741,-14.792671315731,-8.35685025689634
"216",0.77,-7.42,207.78829390681,21.5625982595602,14.9325982595602,-28.3708490394401,-22.0237267951499,-14.4749457748658,-8.03704918871074
"217",0.77,-7.08,207.78829390681,21.5625982595602,14.9325982595602,-28.0380255780299,-21.6887291799556,-14.1373623876964,-7.69726055376361
"218",0.78,-6.52,207.298688172043,21.5623800217005,14.9323800217005,-27.4896380004753,-21.1367579200122,-13.5811319611272,-7.13739519222258
"219",0.78,-7.19,207.298688172043,21.5623800217005,14.9323800217005,-28.1454961380721,-21.7969004213143,-14.2463699544295,-7.80697882271465
"220",0.79,-7.87,206.809082437276,21.5621607505158,14.9321607505158,-28.8109347441889,-22.4666846044707,-14.9213254327913,-8.48634202705205
"221",0.79,-7.99,206.809082437276,21.5621607505158,14.9321607505158,-28.9284018985243,-22.5849191078598,-15.0404725616435,-8.60626747931826
"222",0.8,-8.03,206.319476702509,21.5619404386495,14.9319404386495,-28.9673482020513,-22.6241184494848,-15.0799758617012,-8.64602743633725
"223",0.8,-8.01,206.319476702509,21.5619404386495,14.9319404386495,-28.9477703387732,-22.6044126946425,-15.0601180026099,-8.62603985662076
"224",0.8,-7.76,206.319476702509,21.5619404386495,14.9319404386495,-28.7030470477971,-22.3580907591125,-14.811894763969,-8.3761951101659
"225",0.8,-7.15,206.319476702509,21.5619404386495,14.9319404386495,-28.1059222178156,-21.7570652364195,-14.2062300616855,-7.76657392881577
"226",0.81,-7.07,205.829870967742,21.5617190786754,14.9317190786754,-28.0274001501326,-21.6780288418298,-14.1265849986131,-7.68640718311156
"227",0.81,-6.6,205.829870967742,21.5617190786754,14.9317190786754,-27.567320263404,-21.214943502033,-13.6599252088488,-7.21669895733146
"228",0.81,-6.7,205.829870967742,21.5617190786754,14.9317190786754,-27.6652096010058,-21.3134722977345,-13.7592145258199,-7.31663687771027
"229",0.82,-6.86,205.340265232975,21.5614966630962,14.9314966630962,-27.8216208773865,-21.4709039326718,-13.9178627420495,-7.47632004531067
"230",0.83,-6.86,204.850659498208,21.561273184343,14.931273184343,-27.8214082017323,-21.4706884693512,-13.9176470247818,-7.47610150050843
"231",0.83,-6.53,204.850659498208,21.561273184343,14.931273184343,-27.498373246647,-21.1455433006891,-13.5899921357612,-7.14630621836807
"232",0.84,-6.52,204.361053763441,21.5610486347745,14.9310486347745,-27.4883705406567,-21.1354738468482,-13.5798463745376,-7.13609275468934
"233",0.85,-6.66,203.871448028674,21.5608230066758,14.9308230066758,-27.6252009387123,-21.2731966723743,-13.7186336735087,-7.2757852443192
"234",0.85,-6.46,203.871448028674,21.5608230066758,14.9308230066758,-27.4294220917795,-21.0761389069914,-13.5200548653814,-7.07590922709335
"235",0.86,-7.58,203.381842293907,21.5605962922577,14.9305962922577,-28.5255680358299,-22.1794439683791,-14.6318775087026,-8.1949933749662
"236",0.86,-7.69,203.381842293907,21.5605962922577,14.9305962922577,-28.6332464255399,-22.28782576355,-14.7410958774115,-8.30492520899691
"237",0.87,-7,202.89223655914,21.5603684836561,14.9303684836561,-27.9575924877053,-21.6077567138137,-14.0557789711992,-7.61513004748315
"238",0.87,-8.29,202.89223655914,21.5603684836561,14.9303684836561,-29.2203666122681,-22.8787798697443,-15.3366128535025,-8.90433093594106
"239",0.88,-7.84,202.402630824373,21.5601395729305,14.9301395729305,-28.7796463801156,-22.4351792158935,-14.8895895933822,-8.45438605932998
"240",0.88,-8.07,202.402630824373,21.5601395729305,14.9301395729305,-29.004792204713,-22.6617957986829,-15.1179553755077,-8.68424363392114
"241",0.88,-8.16,202.402630824373,21.5601395729305,14.9301395729305,-29.0928927447729,-22.7504718528179,-15.207315898948,-8.77418790223942
"242",0.89,-7.64,201.913025089606,21.5599095520634,14.9299095520634,-28.5836486720266,-22.2378997206069,-14.6907887940223,-8.25428514109637
"243",0.9,-6.88,211.251449312937,21.5641130495793,14.9341130495793,-27.8436886008728,-21.4931321837575,-13.9402460704664,-7.4988661971372
"244",0.9,-7.1,211.251449312937,21.5641130495793,14.9341130495793,-28.0590446389224,-21.7098950230112,-14.1586820559107,-7.71872910336867
"245",0.91,-6.93,222.895213896811,21.5688608691307,14.9388608691307,-27.8971510984433,-21.5469736279519,-13.9944731701422,-7.55347766300019
"246",0.91,-6.99,222.895213896811,21.5688608691307,14.9388608691307,-27.9558842903976,-21.6060904893839,-14.0540463438458,-7.61343999328938
"247",0.91,-7.54,222.895213896811,21.5688608691307,14.9388608691307,-28.4942718833123,-22.147995052511,-14.6001337694618,-8.1630946876063
"248",0.91,-8.48,222.895213896811,21.5688608691307,14.9388608691307,-29.4144252239303,-23.0741592149464,-15.5334468241508,-9.10250452880257
"249",0.92,-8.07,234.538978480684,21.5731372745615,14.9431372745615,-29.017146392128,-22.6743119189504,-15.130486248228,-8.69693875540156
"250",0.92,-7.11,234.538978480684,21.5731372745615,14.9431372745615,-28.0774192546652,-21.7284461214064,-14.1773194590376,-7.73754551314164
"251",0.92,-7.52,234.538978480684,21.5731372745615,14.9431372745615,-28.4787610529566,-22.1324096391075,-14.5844011085876,-8.14728637702342
"252",0.93,-7.47,246.182743064558,21.5770091556338,14.9470091556338,-28.4334992813141,-22.0868764116889,-14.5384920187789,-8.10110194917218
"253",0.93,-6.92,246.182743064558,21.5770091556338,14.9470091556338,-27.8951159826781,-21.5449761991275,-13.9924089488569,-7.55145166764123
"254",0.93,-6.53,246.182743064558,21.5770091556338,14.9470091556338,-27.5133532800088,-21.1607196847658,-13.6051864083668,-7.16169964982839
"255",0.94,-6.71,263.657583205325,21.5821782750696,14.9521782750696,-27.6944712591214,-21.3430531395921,-13.7888946740252,-7.34664077451282
"256",0.94,-6.7,263.657583205325,21.5821782750696,14.9521782750696,-27.6846825214039,-21.3332004586343,-13.7789659411745,-7.33664718392765
"257",0.95,-6.58,281.42,21.5867745718144,14.9567745718144,-27.5715928131706,-21.2194007778314,-13.6642588631408,-7.22121997954287
"258",0.95,-6.66,281.42,21.5867745718144,14.9567745718144,-27.6499023625807,-21.298221868546,-13.7436883685775,-7.30116834217074
"259",0.95,-6.43,281.42,21.5867745718144,14.9567745718144,-27.4247624080267,-21.0716112327413,-13.5153285404471,-7.07131679961594
"260",0.96,-6.81,303.736,21.5917872099455,14.9617872099455,-27.8015030715088,-21.4508442429094,-13.8974572182866,-7.45597346881971
"261",0.96,-7.53,303.736,21.5917872099455,14.9617872099455,-28.5062855580305,-22.1602305558456,-14.6123192595908,-8.17550517886764
"262",0.96,-7.29,303.736,21.5917872099455,14.9617872099455,-28.2713580625233,-21.9237684515335,-14.3740319124894,-7.93566127551833
"263",0.97,-6.44,302.786,21.5915888779534,14.9615888779534,-27.4391343694807,-21.0861072108285,-13.5299060447111,-7.0860200941562
"264",0.97,-6.9,302.786,21.5915888779534,14.9615888779534,-27.8894121566199,-21.5393263326561,-13.9866235486559,-7.54572099873837
