age,d13o,d13a,co2,D13_wet,D13_dry,d13_wet,d13_dry
7.852,-24.997,-6.0092380952380955,410.0270620689655,21.608173822471333,14.978173822471332,-27.033272271477156,-20.677697766317007
7.861,-25.128,-6.018666666666666,409.91453103448276,21.608160967600867,14.978160967600866,-27.042489175205098,-20.686974795842698
7.878999999999999,-24.552,-6.037523809523808,409.6894689655173,21.608135236674546,14.978135236674547,-27.060922963180712,-20.70552883515849
7.888,-24.286,-6.046952380952381,409.5769379310345,21.60812236060705,14.978122360607049,-27.070139847417686,-20.714805844937732
7.916,-24.751,-6.0673,409.2268413793104,21.608082256444163,14.978082256444162,-27.090018899730165,-20.734814499301514
7.942999999999999,-24.525,-6.055150000000001,408.8892482758621,21.60804351953259,14.978043519532589,-27.07808899412183,-20.722806423080833
7.949,-24.497,-6.05245,408.8142275862069,21.60803490264181,14.97803490264181,-27.0754378955896,-20.720137953191355
7.97,-25.072,-6.043,408.5516551724138,21.608004718603095,14.978004718603092,-27.066159026640975,-20.710798284176658
7.976,-25.336,-6.0403,408.47663448275864,21.607996087464556,14.977996087464557,-27.063507914338462,-20.70812980033641
8.003,-24.535,-6.02815,408.13904137931036,21.607957208075188,14.977957208075185,-27.05157787102712,-20.696121584607805
8.029999999999998,-24.627,-6.016000000000001,407.80144827586213,21.607918264314225,14.977918264314226,-27.039647765501424,-20.684113305849404
8.058,-25.396,-6.0034,407.45135172413796,21.60787781002872,14.977877810028719,-27.027275738336783,-20.671660209283637
8.085,-24.712,-5.99125,407.1137586206896,21.607838734644957,14.977838734644955,-27.015345505599253,-20.659651801645985
8.112,-24.757,-5.9784999999999995,406.7761655172414,21.60779959440203,14.977799594402033,-27.002827900642817,-20.647052184566437
8.138999999999998,-24.427,-5.958250000000001,406.4385724137931,21.60776038913833,14.97776038913833,-26.98296886335146,-20.627063179307054
8.154,-25.003,-5.947,406.25102068965515,21.60773858028121,14.977738580281212,-26.971936037381404,-20.61595814855021
8.166,-24.609,-5.938,406.1009793103448,21.607721118691696,14.977721118691695,-26.963109762451957,-20.607074109605808
8.181,-25.122,-5.926750000000001,405.9134275862069,21.60769927355157,14.97769927355157,-26.952076901075497,-20.595969042978464
8.208,-24.192,-5.906499999999999,405.57583448275864,21.607659901385677,14.977659901385678,-26.93221770091424,-20.575979872714402
8.211999999999998,-24.187,-5.903500000000001,405.5258206896552,21.607654062897037,14.977654062897036,-26.92927559174617,-20.573018508644978
8.236,-24.648,-5.992000000000005,405.2257379310345,21.607619001700066,14.977619001700067,-27.01587036779347,-20.66017871637911
8.239,-24.87,-6.043000000000009,405.1882275862069,21.607614615398926,14.977614615398926,-27.065787509628603,-20.71042189769297
8.266,-24.453,-5.796,404.8506344827586,21.607575102112587,14.977575102112585,-26.823974067903247,-20.46702864348766
8.293,-25.409,-5.8229999999999995,404.5130413793104,21.607535522873302,14.9775355228733,-26.85036530083342,-20.493592020396537
8.32,-25.369,-5.8500000000000005,404.1754482758621,21.60749587751581,14.977495877515807,-26.876756472828177,-20.520155335571307
8.348,-25.069,-5.917600000000001,403.82535172413793,21.607454693797642,14.97745469379764,-26.942887473396148,-20.58671805680781
8.375,-24.506,-6.003999999999998,403.48775862068965,21.6074149132414,14.977414913241397,-27.027422187990144,-20.67180471698954
8.402,-24.344,-5.706000000000002,403.15016551724136,21.607375066061635,14.977375066061635,-26.7356870483589,-20.37816366568311
8.429,-24.207,-5.651999999999999,402.8125724137931,21.607335152090844,14.977335152090843,-26.6827911411116,-20.324921983602334
8.451,-23.986,-5.746600000000003,403.3382727272737,21.60739727717835,14.97739727717835,-26.775449502502745,-20.41818599386886
8.478,-24.523,-5.870799999999997,424.6216363636365,21.60978327443598,14.97978327443598,-26.899295332074797,-20.54285574750042
8.503999999999998,-24.134,-5.906799999999997,445.1167272727256,21.61186524719563,14.981865247195628,-26.936516874279878,-20.580333464488312
8.524,-24.848,-5.9308,460.88218181818104,21.613340763089916,14.983340763089917,-26.961414523537773,-20.605402988551656
8.531,-24.591,-5.939200000000001,466.4000909090912,21.61383362723499,14.983833627234986,-26.970106238095934,-20.614154564868883
8.544,-24.468,-5.937999999999997,476.6476363636365,21.6147186715401,14.984718671540097,-26.9697745813298,-20.613826283931385
8.551,-24.61,-5.916999999999998,482.1655454545453,21.61517965161343,14.985179651613432,-26.94965795340113,-20.593581138581705
8.570999999999998,-24.454,-5.849000000000026,488.4823970588237,21.61569459183053,14.985694591830526,-26.883587181776427,-20.527082009967717
8.592,-24.589,-5.659000000000006,486.9978823529412,21.61557477723058,14.985574777230582,-26.697493118365948,-20.339771608834607
8.612,-24.23,-5.8292,485.5840588235294,21.61545998699686,14.98545998699686,-26.863982645041585,-20.507347944928703
8.631999999999998,-24.766,-5.821200000000001,484.17023529411784,21.615344526366155,14.985344526366152,-26.856041927488945,-20.499354634598532
8.652,-24.255,-5.8132,482.75641176470594,21.615228389448387,14.985228389448388,-26.84810056393603,-20.491360669800862
8.663999999999998,-24.993,-5.73400000000004,481.908117647059,21.615158380203795,14.985158380203794,-26.77050957580407,-20.413262409934305
8.684,-24.386,-5.461999999999995,480.49429411764714,21.615041148802284,14.985041148802281,-26.50415279551312,-20.14516502199822
8.694,-24.698,-5.542000000000004,479.78738235294117,21.61498227401096,14.984982274010958,-26.58240408099956,-20.223927085129407
8.708,-24.596,-5.6539999999999955,478.79770588235294,21.614899557236566,14.984899557236563,-26.691955617576433,-20.334193706960367
8.728,-25.091,-5.697857142857141,477.3838823529412,21.614780795477706,14.984780795477706,-26.73477170824402,-20.377288733457824
8.766999999999998,-24.384,-5.758214285714281,474.62692647058844,21.614547174993266,14.984547174993263,-26.793629296293528,-20.436529322974305
8.807,-24.728,-5.820119047619047,471.7992794117647,21.614304728010737,14.984304728010738,-26.853993379559988,-20.49728619321343
8.846,-24.752,-5.880476190476189,469.04232352941176,21.61406552770009,14.984065527700091,-26.91284570751712,-20.55652145369258
8.886,-25.174,-5.94238095238095,466.2146764705883,21.613817255292453,14.983817255292452,-26.973204299161655,-20.617272760330096
8.925,-25.278,-5.9812499999999975,463.45772058823525,21.61357227283725,14.983572272837248,-27.011017689835114,-20.6553316187089
8.965,-25.22,-5.957708333333334,460.6300735294118,21.6133179624967,14.983317962496702,-26.98773186592519,-20.63189209638202
8.996,-25.394,-5.979666666666668,458.4386470588235,21.613118714198336,14.983118714198334,-27.009035881991476,-20.65333402531964
9.035,-25.523,-6.007291666666667,455.6816911764706,21.61286532491479,14.982865324914789,-27.035835128013108,-20.68030674080603
9.075,-25.099,-5.828333333333339,452.8540441176471,21.612602233546554,14.982602233546551,-26.860412162972455,-20.503736242457595
9.108,-25.682,-5.678000000000001,450.5212352941176,21.612382696983275,14.982382696983272,-26.713050036588857,-20.355410152130002
9.127,-25.755,-5.697,449.17810294117646,21.612255262724787,14.982255262724786,-26.731526684457943,-20.374006693715085
9.13,-25.263,-5.7,448.9660294117647,21.612235071826802,14.982235071826802,-26.734443983931488,-20.376942922910562
9.149,-26.604,-5.77494444444444,447.6228970588236,21.612106751852608,14.982106751852605,-26.80768073840897,-20.450657265992398
9.152,-25.33,-5.786777777777774,447.4108235294118,21.61208642037638,14.982086420376378,-26.819244371077236,-20.462296306530362
9.171,-25.199,-5.8617222222222205,446.06769117647065,21.61195720542019,14.981957205420189,-26.89248029437282,-20.53600980753582
9.193,-25.145,-5.936625,444.5124852941177,21.61180661255826,14.981806612558259,-26.96565508958128,-20.609661647406554
9.215000000000002,-25.247,-5.936319444444444,442.9572794117646,21.6116549622449,14.9816549622449,-26.965211558503036,-20.6092142694613
9.237,-25.225,-5.936013888888889,441.4020735294118,21.61150224330285,14.98150224330285,-26.964767009476304,-20.608765860225073
9.259,-25.242,-5.935708333333333,NA,NA,NA,NA,NA
9.281,-25.075,-5.935402777777778,NA,NA,NA,NA,NA
9.303,-25.106,-5.935097222222223,NA,NA,NA,NA,NA
9.313,-25.047,-5.993500000000004,NA,NA,NA,NA,NA
9.324,-24.907,-6.147999999999999,NA,NA,NA,NA,NA
9.332,-25.579,-6.184000000000004,NA,NA,NA,NA,NA
9.335,-25.352,-6.197500000000004,NA,NA,NA,NA,NA
9.354,-25.291,-6.260500000000001,NA,NA,NA,NA,NA
9.358,-24.761,-6.255999999999999,NA,NA,NA,NA,NA
9.376,-25.288,-6.235750000000001,NA,NA,NA,NA,NA
9.397,-25.453,-6.157000000000002,NA,NA,NA,NA,NA
9.419,-24.81,-6.008499999999998,NA,NA,NA,NA,NA
9.441,-25.015,-6.024166666666671,NA,NA,NA,NA,NA
9.463,-25.148,-6.115833333333328,NA,NA,NA,NA,NA
9.485,-24.711,-5.934999999999992,NA,NA,NA,NA,NA
9.507,-24.586,-5.9650000000000025,NA,NA,NA,NA,NA
9.529000000000002,-24.763,-5.912499999999948,NA,NA,NA,NA,NA
9.536,-25.06,-6.040000000000009,NA,NA,NA,NA,NA
9.558,-24.815,-6.026000000000005,NA,NA,NA,NA,NA
9.568,-24.222,-6.049999999999996,NA,NA,NA,NA,NA
9.579,-24.603,-6.005999999999997,NA,NA,NA,NA,NA
9.59,-24.734,-5.9975000000000005,NA,NA,NA,NA,NA
9.612,-24.856,-5.992,NA,NA,NA,NA,NA
9.634,-24.601,-5.9780000000000015,NA,NA,NA,NA,NA
9.656,-24.315,-5.911999999999999,NA,NA,NA,NA,NA
9.678,-24.786,-5.982000000000014,NA,NA,NA,NA,NA
9.699,-24.678,-6.001250000000001,NA,NA,NA,NA,NA
9.721,-24.627,-6.02875,NA,NA,NA,NA,NA
9.743,-24.545,-6.0985000000000005,NA,NA,NA,NA,NA
9.744,-24.861,-6.102999999999998,NA,NA,NA,NA,NA
9.765,-24.729,-6.096999999999999,NA,NA,NA,NA,NA
9.766,-24.678,-6.0948,NA,NA,NA,NA,NA
9.788,-24.501,-6.0464,NA,NA,NA,NA,NA
9.81,-24.433,-5.93,NA,NA,NA,NA,NA
9.812,-24.53,-5.91200000000001,NA,NA,NA,NA,NA
9.832,-24.514,-5.870000000000002,NA,NA,NA,NA,NA
9.834,-24.473,-5.874999999999999,NA,NA,NA,NA,NA
9.856000000000002,-24.623,-6.018000000000011,NA,NA,NA,NA,NA
9.878,-24.634,-6.193999999999995,NA,NA,NA,NA,NA
9.9,-24.326,-5.88,NA,NA,NA,NA,NA
9.922,-24.362,-5.8508000000000004,NA,NA,NA,NA,NA
9.943,-24.613,-5.869699999999999,NA,NA,NA,NA,NA
9.944,-24.177,-5.8706,NA,NA,NA,NA,NA
9.965000000000002,-23.85,-5.912500000000005,NA,NA,NA,NA,NA
10.006,-24.397,-5.958,NA,NA,NA,NA,NA
10.082,-24.096,-5.908000000000003,NA,NA,NA,NA,NA
10.094,-24.506,-5.955999999999999,NA,NA,NA,NA,NA
10.135,-24.483,-6.259999999999993,NA,NA,NA,NA,NA
