age,d13o,d13a,co2,D13_wet,D13_dry,d13_wet,d13_dry
10.143,-24.436,-6.309999999999998,NA,NA,NA,NA,NA
10.189,-24.028,-5.921999999999999,NA,NA,NA,NA,NA
10.236,-24.599,-6.1364,NA,NA,NA,NA,NA
10.282,-24.281,-5.936142857142857,NA,NA,NA,NA,NA
10.329,-24.676,-5.790000000000005,NA,NA,NA,NA,NA
10.375,-24.72,-6.3125,NA,NA,NA,NA,NA
10.421,-24.343,-5.986399999999998,NA,NA,NA,NA,NA
10.468,-24.987,-5.832000000000008,NA,NA,NA,NA,NA
10.487,-24.421,-5.9134166666666665,NA,NA,NA,NA,NA
10.534,-24.754,-6.176500000000001,NA,NA,NA,NA,NA
10.58,-24.975,-6.093333333333334,NA,NA,NA,NA,NA
10.626,-24.641,-5.912999999999999,NA,NA,NA,NA,NA
10.673,-24.668,-6.001499999999999,NA,NA,NA,NA,NA
10.699,-25.076,-6.012999999999983,NA,NA,NA,NA,NA
10.719,-25.07,-6.074999999999994,NA,NA,NA,NA,NA
10.746,-24.462,-6.069166666666667,NA,NA,NA,NA,NA
10.792,-24.726,-5.946400000000002,NA,NA,NA,NA,NA
10.839,-24.768,-6.096800000000002,NA,NA,NA,NA,NA
10.885,-24.919,-6.339999999999998,NA,NA,NA,NA,NA
10.931,-24.789,-6.014000000000003,NA,NA,NA,NA,NA
10.978,-24.15,-6.1833333333333345,NA,NA,NA,NA,NA
10.986,-24.277,-6.2100000000000035,NA,NA,NA,NA,NA
11.024,-25.642,-6.252666666666668,NA,NA,NA,NA,NA
11.032,-24.993,-6.231333333333333,NA,NA,NA,NA,NA
11.07,-24.368,-6.129999999999998,NA,NA,NA,NA,NA
11.079,-24.647,-6.105999999999997,NA,NA,NA,NA,NA
11.125,-25.521,-6.09375,NA,NA,NA,NA,NA
11.171,-24.669,-6.035000000000002,NA,NA,NA,NA,NA
11.211,-24.777,-5.972499999999998,NA,NA,NA,NA,NA
11.218,-24.674,-5.989999999999998,NA,NA,NA,NA,NA
11.258,-24.753,-5.942000000000012,NA,NA,NA,NA,NA
11.304,-24.703,-5.94133333333333,NA,NA,NA,NA,NA
11.351,-25.512,-5.982600000000006,NA,NA,NA,NA,NA
11.397,-25.229,-6.199625000000001,NA,NA,NA,NA,NA
11.406,-24.799,-6.133249999999998,NA,NA,NA,NA,NA
11.41,-24.718,-6.10375,NA,NA,NA,NA,NA
11.416,-25.133,-6.059499999999997,NA,NA,NA,NA,NA
11.427,-25.252,-5.991500000000001,NA,NA,NA,NA,NA
11.437,-24.536,-5.9365000000000006,NA,NA,NA,NA,NA
11.445,-24.602,-5.869999999999996,NA,NA,NA,NA,NA
11.447,-24.736,-5.850000000000008,NA,NA,NA,NA,NA
11.455,-25.266,-5.770000000000004,NA,NA,NA,NA,NA
11.457,-24.649,-5.749999999999999,NA,NA,NA,NA,NA
11.465,-24.955,-5.8433333333333115,NA,NA,NA,NA,NA
11.476,-24.773,-6.114666666666675,NA,NA,NA,NA,NA
11.486,-25.109,-6.361333333333342,NA,NA,NA,NA,NA
11.496,-24.915,-6.222999999999986,NA,NA,NA,NA,NA
11.506,-24.525,-5.827999999999986,NA,NA,NA,NA,NA
11.513,-25.003,-5.736000000000004,NA,NA,NA,NA,NA
11.516,-24.971,-5.8020000000000085,NA,NA,NA,NA,NA
11.523,-24.272,-5.863,NA,NA,NA,NA,NA
11.533,-24.731,-5.773000000000006,NA,NA,NA,NA,NA
11.543,-24.348,-5.6830000000000105,NA,NA,NA,NA,NA
11.554,-24.926,-5.636399999999998,NA,NA,NA,NA,NA
11.56,-24.194,-5.6610000000000005,NA,NA,NA,NA,NA
11.564,-24.294,-5.677399999999999,NA,NA,NA,NA,NA
11.571,-24.075,-5.7060999999999975,NA,NA,NA,NA,NA
11.581,-23.739,-5.747099999999998,NA,NA,NA,NA,NA
11.591,-24.109,-5.788099999999998,NA,NA,NA,NA,NA
11.601,-24.56,-5.832500000000009,NA,NA,NA,NA,NA
11.608,-24.148,-5.885000000000008,NA,NA,NA,NA,NA
11.612,-24.046,-5.915000000000005,NA,NA,NA,NA,NA
11.618,-23.473,-5.960000000000008,NA,NA,NA,NA,NA
11.628,-25.593,-5.957999999999998,NA,NA,NA,NA,NA
11.638,-23.907,-5.936749999999999,NA,NA,NA,NA,NA
11.649,-24.435,-5.913375000000001,NA,NA,NA,NA,NA
11.664,-25.187,-5.899999999999999,NA,NA,NA,NA,NA
11.683,-24.4,-5.9205,NA,NA,NA,NA,NA
11.694,-23.501,-5.848999999999994,NA,NA,NA,NA,NA
11.704,-24.07,-5.783999999999995,NA,NA,NA,NA,NA
11.714,-24.233,-5.718999999999998,NA,NA,NA,NA,NA
11.722,-24.329,-5.667000000000003,NA,NA,NA,NA,NA
11.724,-23.89,-5.653999999999999,NA,NA,NA,NA,NA
11.735,-24.105,-5.582500000000005,NA,NA,NA,NA,NA
11.742,-23.935,-5.5745000000000084,NA,NA,NA,NA,NA
11.745,-24.093,-5.611249999999989,NA,NA,NA,NA,NA
11.751,-25.499,-5.684749999999993,NA,NA,NA,NA,NA
11.752,-24.292,-5.697000000000009,NA,NA,NA,NA,NA
11.756,-24.488,-5.746000000000004,NA,NA,NA,NA,NA
11.762,-24.015,-5.8195000000000086,NA,NA,NA,NA,NA
11.766,-24.519,-5.8685000000000045,NA,NA,NA,NA,NA
11.777,-23.936,-6.003249999999998,NA,NA,NA,NA,NA
11.786,-24.251,-6.019,NA,NA,NA,NA,NA
11.787,-24.476,-6.015499999999997,NA,NA,NA,NA,NA
11.796,-24.871,-5.9840000000000035,NA,NA,NA,NA,NA
11.797,-24.488,-5.980499999999999,NA,NA,NA,NA,NA
11.798,-25.46,-5.977000000000002,NA,NA,NA,NA,NA
11.918,-25.159,-6.111999999999999,NA,NA,NA,NA,NA
12.062,-24.165,-6.231999999999999,NA,NA,NA,NA,NA
12.238,-24.074,-6.066,NA,NA,NA,NA,NA
12.35,-24.775,-5.97,NA,NA,NA,NA,NA
12.362,-24.025,-5.965199999999999,NA,NA,NA,NA,NA
12.487,-26.588,-5.956333333333333,NA,NA,NA,NA,NA
12.495,-24.015,-5.974999999999998,NA,NA,NA,NA,NA
12.562,-24.476,-6.088000000000001,NA,NA,NA,NA,NA
12.617,-24.728,-6.092999999999999,NA,NA,NA,NA,NA
12.621,-25.204,-6.0889999999999995,NA,NA,NA,NA,NA
12.629,-24.598,-6.081,NA,NA,NA,NA,NA
12.688,-25.389,-6.040000000000011,NA,NA,NA,NA,NA
12.783,-26.483,-5.989249999999999,NA,NA,NA,NA,NA
12.793,-25.197,-5.9799999999999995,NA,NA,NA,NA,NA
