age,sig.am
4.529999999999999,79.13114807372342
4.54,79.05238759561259
4.55,78.97953256194502
4.56,78.91142827830058
4.57,78.84248088474948
4.58,78.77260141533621
4.59,78.70208690287599
4.6,78.63123438018407
4.609999999999999,78.56034088007567
4.619999999999999,78.48970343536601
4.63,78.4196190788703
4.64,78.35038484340379
4.65,78.28229776178168
4.66,78.21565486681924
4.67,78.15075319133166
4.68,78.08788976813419
4.6899999999999995,78.02736163004202
4.699999999999999,77.9694658098704
4.71,77.91449934043456
4.72,77.86169354772115
4.73,77.80826025369792
4.74,77.75430721952384
4.75,77.70013804696265
4.76,77.64605633777806
4.77,77.59236569373381
4.779999999999999,77.53936971659365
4.79,77.48737200812131
4.8,77.43667617008049
4.8100000000000005,77.38758580423497
4.82,77.34040451234846
4.83,77.29543589618467
