age,RH,RH.sd,d18p,d18p.sd,Dp17p,Dp17p.sd,f,f.sd,Tsoil,Tsoil.sd
-4.1,0.6103999972818492,0.04574226387072485,-28.719997093940144,2.595560221362017,29.02350735197151,5.724755720439716,0.24492784012053537,0.04254526073648703,20.985222314737275,1.6937123100317608
-4,0.6157771208910007,0.04608297007326751,-28.80055840779118,2.6819233436199665,29.020865539492153,5.729786520297164,0.25802274799160996,0.055942949396939126,21.18866294008658,1.6568948346261407
-3.9,0.6146913384529397,0.04824745412480948,-28.86648681251563,2.7516387089315257,29.018329036312675,5.734192755846531,0.25601882254713065,0.053055340060327,21.44629372614866,1.540441197844085
-3.8,0.614552615698228,0.04962616336383716,-28.928412093781272,2.7893284884570613,29.015645817480063,5.739139255194644,0.25281344303762643,0.04896587898600158,21.652749300272838,1.4003474017884427
-3.6999999999999997,0.6194180722434852,0.04960212662910721,-28.99898469152955,2.8168058434591967,29.013219373643295,5.743990002975652,0.2573507595289019,0.05383789137572973,21.811019925154692,1.2625676177492415
-3.5999999999999996,0.6147695068967393,0.05157050234052759,-29.057847698008782,2.815561028385388,29.010347164476023,5.749163334246201,0.24187435598187107,0.03995518574382725,21.770240148104477,1.1810624880471379
-3.5,0.6171121580503672,0.05176370821888439,-29.111068091701604,2.7967672680474545,29.00736575903392,5.754046091367181,0.23946097650982884,0.039458199448120373,21.71498327781846,1.1854201635561432
-3.4,0.6213811807643549,0.05157403193598726,-29.17063316526846,2.7819167653873818,29.00394461285116,5.7585011481028525,0.24332127566418554,0.04276554596222211,21.436626520361067,1.2076086065042946
-3.3,0.6222270455331929,0.05265544489804871,-29.219836167656705,2.774113138762579,29.000501948133213,5.762632382416087,0.24353203507063623,0.04389495831779863,20.873025451305146,1.222765136226719
-3.1999999999999997,0.6215584027892977,0.05293625696643935,-29.265273435547208,2.7790579939112856,28.99715437808619,5.766579227869364,0.24079623922443477,0.044279022422701195,20.138310493824722,1.1998769069143695
-3.0999999999999996,0.625976609737262,0.05258035028421234,-29.304286582202355,2.7864697728304533,28.99384609068926,5.770187831942101,0.2497026632006524,0.050562699701689334,19.33118223665013,1.1916354004103307
-3,0.6262620599911297,0.05305103953382233,-29.325778046639652,2.7944927694178867,28.99103388940291,5.7737915337333074,0.2503221349533772,0.05215618739745875,18.48605056600349,1.2789005909082316
-2.8999999999999995,0.62447531639207,0.05397354889635162,-29.335181614819888,2.807392256412999,28.988096228325684,5.777277916097695,0.2480956368995577,0.05190582776641999,17.61021861027542,1.4699158741098506
-2.8,0.620578351336603,0.0551885274180596,-29.34045809752284,2.8210800880527294,28.985667595530888,5.7807047087087735,0.24132736115084444,0.051029638860106176,16.801631936692328,1.7864657366235257
-2.7,0.6262969021989218,0.05441723293446503,-29.36663330566703,2.836267301759694,28.983928903958294,5.784133218761363,0.2503411707629665,0.05810439594728549,16.362904107416032,2.2139402955128866
-2.5999999999999996,0.6334787777096448,0.05330649477574085,-29.396640632432955,2.8542405376802416,28.9821202312101,5.787601573001185,0.267298964136189,0.07469817640925158,16.085666776708248,2.671130730098363
-2.5,0.6344534107092766,0.05362864329882652,-29.40745092192629,2.8714062144710306,28.980185813460746,5.790909324185069,0.2695123094358597,0.07894702798311098,15.764903879706369,3.1009217766487955
