age,RH,RH.sd,d18p,d18p.sd,Dp17p,Dp17p.sd,f,f.sd,Tsoil,Tsoil.sd
-7,0.6482320390119298,0.006714824480690221,-25.07529097166808,0.1885963934991921,27.18542222305663,5.244918292419898,0.28248529987479576,0.015030647132696688,20.04097804617037,1.1599843933897538
-6.9,0.6498655148577898,0.005466416692144351,-25.193419897926354,0.3164389805432817,27.184830665286785,5.244885816114921,0.28017348454126684,0.01369854115068883,19.625687436551832,1.0884601344006712
-6.8,0.6513786959346205,0.005182341706427111,-25.300357269065152,0.3077821291927633,27.183773874915403,5.245031958521976,0.2732666078908035,0.01130027586616041,19.10709357754923,1.0771020294069018
-6.7,0.652739269606016,0.00569067226944372,-25.317893353103997,0.34764597865748204,27.1828993783936,5.245667117389568,0.2733596802559592,0.01048743995966292,18.648125299301157,1.0852631828310395
-6.6,0.6535840417342343,0.006293414176841423,-25.428626537629615,0.36987257589602746,27.182423385145995,5.246422493422848,0.2728696297789453,0.012498806958059619,18.41711883225139,1.2808199312047353
-6.5,0.6518531536775943,0.00704022826096662,-25.55837655958495,0.39107663811021315,27.181824879236512,5.247372203817901,0.26605837828403084,0.01933460905156846,18.67481057842528,1.2551711216858437
-6.4,0.6506784602575189,0.007658424405502117,-25.735042403734965,0.4060300349519008,27.181123555742992,5.247983269911856,0.26314196985065486,0.022056546449852225,18.81017378645532,1.1764831993633835
-6.3,0.6534833882565215,0.00723069370672213,-26.21397077009958,0.4027163124169265,27.180991979286024,5.248767804871972,0.27503657039764823,0.01844608751507732,18.87327132328508,1.2139653068524867
-6.2,0.6590465846734876,0.010595891154053532,-27.12729955200259,0.4216588963907283,27.18081787066656,5.249790762249549,0.2922020450289066,0.036609316414564476,18.87118834262758,1.3094683543041057
-6.1,0.6634543900541761,0.015493427369555795,-27.2344814621656,0.6377610636328029,27.180987343405256,5.2504377772163195,0.2971463474435099,0.045009384290797136,18.805350248301803,1.3221045878529194
-6,0.6650882422197592,0.017719865664264294,-26.681156764029836,0.7572607742818747,27.181764104832588,5.251021639684542,0.2897502031380418,0.03841447231080986,18.77384310577791,1.50701234241147
-5.9,0.665510282177475,0.018463905803481232,-26.45125370131542,0.9237601654472282,27.182801927331813,5.251637562662309,0.28031022573050873,0.02929903518164141,18.779399637200434,1.7165103547984044
-5.8,0.6643788715784859,0.017279840201219848,-26.407749128193874,0.9430053563245021,27.18417590845379,5.252365282729734,0.2739980866289827,0.025413823192368297,18.902600157742285,1.901479214349684
-5.7,0.6667568359328557,0.020641572256076962,-26.462644772547364,0.9387623329532372,27.18617386773812,5.253464623817007,0.26997988437358744,0.025249066483267066,19.319788569355524,2.155489929302784
-5.6,0.6687076744377124,0.02384715033775382,-27.22195298365214,1.0270153412616516,27.188804895614673,5.25499525622707,0.2789387241624196,0.03142147866867629,20.148045149326606,2.3850059061810964
-5.5,0.6672883765517134,0.022926724366400683,-27.23145801954828,0.9677209968631405,27.19136637463918,5.2572095339024765,0.2774722672810784,0.02820350399099401,21.091004333052425,2.44968045680131
