age,MAT,Tsoil,MAP,PCQ_pf,d18p,pore,z_m,ha,E_s
2.637,15.219054229478113,22.645983786959377,391.53446940515425,0.1290999364583454,-20.65531407509346,0.4,0.6434020275763944,0.2792291897451149,3.863675849029966e-10
2.651,13.564687258572754,20.432950834933276,320.1322907153197,0.19716055705828608,-17.48155048106108,0.4,0.7115577722356963,0.2909032494146009,4.18784110642283e-10
2.6786,15.373965992555508,23.630982786949772,287.9505437296355,0.24262983140071523,-18.25295703018263,0.4,0.4650346090905244,0.30055884609187894,5.161999875351889e-10
2.74286,10.581696322049352,18.74446985043702,302.7512960377105,0.18049880779778021,-19.06514589254655,0.4,0.5148081239885599,0.2861658815469094,4.069197230047895e-10
2.797,9.505406586962446,16.16885159826287,266.0780894791511,0.1868932568306806,-16.926550139246874,0.4,0.6735837671244773,0.27742337984506926,3.71304361596467e-10
2.8125,11.07527657220324,18.729094295646842,309.1407175521466,0.15506695118645922,-21.038909118038223,0.4,0.5333295028248511,0.2841493225564047,3.6477802186437657e-10
2.86875,12.62616276740553,19.57293233613084,324.436493380081,0.14708178710712141,-20.242426706680515,0.4,0.6082794315183387,0.2873279396686458,3.4799915390485004e-10
2.9,13.45342715815669,20.502592464326355,399.4798974240761,0.13317961049032806,-17.254039881309918,0.4,0.6513893135539459,0.2862485757138162,4.0116890564004625e-10
2.93125,12.381215487069236,19.893105524436976,298.0289434661498,0.18540875025161965,-20.709446116779453,0.4,0.48713761594952065,0.29154282826371436,4.1290417936363165e-10
2.962499999999999,12.49699491046078,19.37310276644604,317.6841112455137,0.150827480506587,-18.40954465195857,0.4,0.6820093052982161,0.2977530067223618,3.592547434034956e-10
2.993749999999999,12.575856764459164,20.78015511721406,302.6674831961747,0.2128399282407685,-19.380749043702323,0.4,0.4735054016858612,0.3057282139968966,4.346231708622486e-10
3.024999999999999,10.66318354806996,18.690591582521765,290.3867970206515,0.19934002529340392,-18.857170584388374,0.4,0.44200537024038206,0.2934813114846224,4.404802009074864e-10
3.0562499999999995,9.255518098635498,16.717379962753995,312.32511827177876,0.11930652203664394,-21.92874991363998,0.4,0.6772844712117636,0.28447392935387045,2.860730210849041e-10
3.0874999999999995,10.473921931860724,18.547961077116675,316.48557239107674,0.18617794452568293,-16.98042564847567,0.4,0.5270134099375137,0.28178382155742837,4.397107366270621e-10
3.118749999999999,15.791831344235291,22.686982797609428,335.9364512758625,0.14994519466416173,-19.214731626843342,0.4,0.7217399669575129,0.29315413431707826,3.784921511874524e-10
3.1499999999999986,12.860538768731741,20.503762132067976,307.45240165241006,0.17968424899239846,-17.988693176070488,0.4,0.6581398393096993,0.28728707035011053,4.116352738940067e-10
3.1812499999999986,14.42285976981903,21.9086102678064,379.0152245870197,0.13108459403514378,-20.027391806453036,0.4,0.6764708548939566,0.2843348925480682,3.6201385486841395e-10
3.2124999999999986,15.987560594486421,23.03631237052945,352.2684177198016,0.12459849476119833,-20.999493960966646,0.4,0.7250932305917862,0.2892801055310591,3.373882587767464e-10
3.24375,14.244394083202785,22.13657879524657,354.9406637627939,0.15584197576454467,-18.57762276163267,0.4,0.6034826477537519,0.294321110453363,4.192234970923214e-10
3.2866668,15.325073227360344,22.092815786571162,391.1872152456349,0.13774604889410005,-17.255974779559523,0.4,0.7803045211144326,0.2905896609810244,4.022943717226537e-10
3.3325003,13.370225769945282,21.449139733961573,317.37752646400645,0.17468915630458703,-19.51854833352963,0.4,0.5797662596493705,0.2954118649792104,4.139755672460137e-10
3.3783338,15.539017253510643,23.2809624848629,293.1510688943199,0.18424897212032715,-19.98608824826151,0.4,0.6845091904250479,0.28795943279081154,3.9854097259893126e-10
3.4241673,16.58998429339269,24.256089747811,307.47090826987505,0.2348120874816162,-19.295318691913817,0.4,0.4622161116365823,0.29232024822512687,5.434160862132548e-10
3.4700008,17.69605690767543,25.353008681803782,382.85919075189946,0.159551507934716,-18.680329872341513,0.4,0.6877438935386935,0.2941815835087562,4.4470499623272736e-10
3.5616677999999995,14.095026982989804,21.31657556873026,322.83609728104597,0.15834944809987406,-20.321903142240096,0.4,0.5717020859852773,0.28661065175486217,3.8572246405059364e-10
3.5876924,14.154663932628639,22.000583271170683,390.13141624818604,0.1713839192932802,-18.283567917614384,0.4,0.5701528508404201,0.30622705386578125,4.887016342229253e-10
3.6261544000000003,13.961537808759294,21.33255055003573,313.2003560920531,0.1633427716024326,-20.705918272368045,0.4,0.6165288011852662,0.2907401343877096,3.736397682129291e-10
3.6646164,14.415695271202196,21.828350760331308,371.8236463414219,0.1504702817526955,-18.385714329139336,0.4,0.7028771746861348,0.2915415880516188,4.0613319322727227e-10
3.68382716,16.570501771232585,23.79373625805353,403.4286471355452,0.1569384871820416,-17.167386324059976,0.4,0.7346797387315641,0.2966912987936059,4.730524446620121e-10
3.7029629600000002,13.364847491098418,22.501976677490543,283.75987326060715,0.28738996002771744,-18.192011549403436,0.4,0.3756962375375612,0.2893202627978112,5.85519198583538e-10
3.72209876,15.101787278028384,23.132206467113818,262.0634022770368,0.2654503485051434,-17.61753484909026,0.4,0.5248658599136532,0.2983607850906757,5.021860334168844e-10
3.8177777600000002,13.815630024739201,21.27521362762308,362.63732515198046,0.16447055281825088,-19.322118410561927,0.4,0.5834732505080187,0.2792841541150801,4.3747117006373745e-10
3.85604936,10.481039355901126,17.857509261680878,367.6208386312534,0.1759259743537403,-17.23263006963421,0.4,0.5801576336354227,0.29448610600353126,4.562275699554014e-10
3.89432096,9.5311833913590025,16.56114892866639,278.0348596456292,0.1568529723637189,-20.215343590666343,0.4,0.6527769912103892,0.29846771783833803,3.331113930549685e-10
3.9325925600000002,8.65441770073615,15.205075506986438,283.40006135228197,0.1624936790538377,-18.465003132007496,0.4,0.7212089595602758,0.27548101383343837,3.4688904776407206e-10
3.95172836,8.892289923016634,15.252229078994889,341.42870200651953,0.13079761208853663,-18.999634779789655,0.4,0.7456000371639798,0.2851561408077534,3.409077508034519e-10
3.97086416,7.58941154877828,15.080497920250838,330.48165095679184,0.16781379669989263,-18.16563985793277,0.4,0.48442501904488083,0.28946926557585134,4.0796593853388114e-10
4.0007145,9.586848366414873,15.955363202104905,282.08051933902686,0.18306207114052672,-20.02230527394891,0.4,0.617673021657772,0.28391019403631307,3.682777725379411e-10
4.0221435,11.355233513728473,18.248950001330844,355.60592498948006,0.14880177405989797,-17.737291065319493,0.4,0.6890407312618385,0.28258239931436707,3.9908768957473416e-10
4.032858,9.553562320058237,16.31849389954925,315.93314069244735,0.15324052214992995,-19.311598938489812,0.4,0.6635425918501884,0.2798936939933206,3.475286348055693e-10
4.0435725,11.190709717850684,17.43080303265028,346.06726186522036,0.1547777551974963,-16.30952441912277,0.4,0.7736914785860387,0.2896847854740703,3.9553243251877634e-10
4.065001499999998,9.167880759091831,16.166834466535033,324.31966563581193,0.17385827391381078,-17.73967419657552,0.4,0.6070720736599854,0.28919444865514693,4.037877947383118e-10
4.100232599999993,11.148349045101538,17.897120031835282,260.3153207962477,0.179627309180964,-21.342110844785157,0.4,0.6444751612211284,0.29408679360301526,3.532589889288943e-10
4.167674599999994,12.055866585769401,19.372947506588805,323.46590253368214,0.1821942491559851,-18.455910709183986,0.4,0.5553013804331447,0.2951790534149746,4.432813085065674e-10
4.235116599999993,12.805183262591145,20.014386222272577,257.4399950669707,0.27763528891060196,-19.071972505824338,0.4,0.4189258951689388,0.2901533934305699,5.111771035724066e-10
4.302558599999993,11.655497086224063,18.59870342031793,336.5963901504975,0.13419382705244326,-20.16802757307877,0.4,0.7120618156979059,0.29455663565690865,3.4021094536872504e-10
4.37,13.219964248574728,20.675893280286886,355.22122214095725,0.17747317873302534,-17.82664810156078,0.4,0.6715844257733444,0.29036960682153323,4.3574012980012504e-10
4.414927499999996,16.117433886844502,22.749921796604553,312.24288584464347,0.16889337860148315,-20.005189869735492,0.4,0.7932044741534656,0.29650849781495325,3.99636866229111e-10
4.459854999999996,14.379590871734433,22.90443870579225,365.70295102225214,0.1707880604513332,-20.192080434939708,0.4,0.5578582346150379,0.2941641160703825,4.6271492778376604e-10
4.504782499999996,16.29366539970911,23.960597322058394,358.541749592363,0.18683885625168659,-19.55080994991228,0.4,0.5695377015516875,0.29428083457236887,4.982143579567077e-10
4.549709999999996,14.163354660471622,20.4138678932606,405.9437774202799,0.1293885422399703,-17.731981554581523,0.4,0.8445394300379079,0.2946834706058145,3.9342089491158885e-10
4.594637499999996,14.498747165786005,21.286003459351132,274.2708792090158,0.19543453723992335,-17.054718274230165,0.4,0.764986528934302,0.29788556895191753,4.009087580794762e-10
4.639564999999996,14.841290116539495,23.194515657440206,252.63853880713583,0.264219034381887,-18.893997516054487,0.4,0.4025917200254883,0.2928872552459358,5.023628147923252e-10
4.687441859999993,16.152972718321767,23.56618574327123,265.34238387520907,0.196361499189481,-21.451686187930168,0.4,0.5900758929181277,0.28109537651865824,3.9251574977622246e-10
4.761860459999992,16.583474545492475,23.92171032742117,399.15130048797505,0.14629060694000168,-18.649031714628315,0.4,0.6225649004690116,0.28461478320262074,4.269098949070101e-10
4.836279059999993,16.857671106817563,23.594982233673445,444.4395227471457,0.1276266686280914,-17.716327996098826,0.4,0.7916611102456321,0.2991402445374971,4.3060601321077076e-10
4.910697659999992,16.823588159007564,24.365995313449428,391.0166466547756,0.20482649879756112,-17.3985866660968,0.4,0.59654088677124,0.29565095976376504,5.398685143416998e-10
4.985116259999993,17.13173233867036,25.707200935014967,328.4501038130298,0.2170742521517751,-18.38719245109539,0.4,0.5044059739596842,0.3044476371557159,5.249131864454409e-10
5.0342856799999955,17.17450345487324,25.565178546187973,328.12941512197625,0.23237199324616592,-18.044369511738335,0.4,0.49221985458029693,0.29873157053854693,5.825858672740801e-10
5.0771427799999955,16.193622008097904,24.95606643132457,320.19063593157193,0.21286745596342846,-18.494760312655824,0.4,0.543551648667425,0.29691763583438063,5.125070781722791e-10
5.12,15.985004867351517,24.66423715458054,234.85280125489317,0.19410974577054763,-23.69677407910483,0.4,0.5736460911223146,0.28595000338847804,3.478488167776247e-10
5.183,17.129018875759726,25.278623740547904,347.4316116753924,0.18813858596038535,-20.98554183998054,0.4,0.4929406675640088,0.2945050953512135,4.515227177496265e-10
5.246829999999994,16.593420114616634,23.213840222300608,432.751224333154,0.12222526321855938,-17.62494128507977,0.4,0.8242584087979867,0.29481189913891365,3.9927779548364655e-10
5.310244999999994,15.136664279893996,22.39951208005119,348.6699682894659,0.18565177419716394,-18.236441733992017,0.4,0.6182329723232929,0.29234047006823133,4.736413854036602e-10
5.373659999999994,15.38132637728575,22.155471535804082,401.05194535285534,0.13415828683663478,-19.415687926668955,0.4,0.7425361111013336,0.28448800357449067,4.0545284033996075e-10
5.448225399999992,12.165909031191545,20.725159665731383,289.598193733257,0.21468482283560725,-20.51020247707199,0.4,0.42794407838179843,0.2938912916223789,4.592699311132583e-10
5.524031399999992,9.896459656052285,16.616852146176754,285.712034317491,0.18403103778681534,-17.435904309562908,0.4,0.646222406484818,0.3002619941629739,3.9415262293664836e-10
5.599837399999992,9.001528162368258,15.609246370826893,347.08030831424554,0.13558550785782553,-19.401406367123542,0.4,0.6485311161315928,0.2805826499098514,3.452431717777906e-10
5.675643399999992,9.808540945563102,17.505293625057305,253.95327486787966,0.2204588632743876,-20.547822791836005,0.4,0.4000836280498914,0.2914537782662349,4.0911103473391947e-10
5.9294666399999905,10.99129438944393,18.89513212360234,307.71242134895937,0.17570753519616983,-19.233384400023038,0.4,0.5237148534968475,0.27880916133456796,4.0817358670274e-10
6.023799939999981,12.865663774775808,19.98327589754689,340.66921494681924,0.19791328459820207,-16.52820616622883,0.4,0.6042409564517897,0.30065182471927143,4.667770567092052e-10
6.118133239999981,11.087059293329892,19.18009651713069,337.9064792761007,0.16154612817355107,-18.666164087011417,0.4,0.5978996812195245,0.28033292852320213,4.162638146843043e-10
6.163,12.281180449354222,20.02634612508929,358.20311333643656,0.16562322290155299,-17.830089400675714,0.4,0.5338347433404244,0.28716318583722056,4.418623085832182e-10
6.227,11.234238557548196,18.732665648920236,388.14724736488296,0.1509717700353077,-16.751962157585286,0.4,0.5950028764737347,0.2809697523278942,4.276517277154979e-10
6.259,9.13039954922721,17.18119259580655,306.24622780950983,0.1657568936511527,-17.550468092555626,0.4,0.5247430772677235,0.2944359103768449,3.6419605668962507e-10
