"","age","d13C","d18O","site","st","st.sd","d18sw","d18sw.se","d18sw.low","d18sw.high"
"158",3.19885,-2.14051210571066,-8.6926918241377,"Jiaxian",21.1193095393049,1.98778844651696,-8.36353855456965,0.443595750921345,-8.80713430549099,-7.9199428036483
"159",3.3425,-2.3586493443865,-9.15269564041626,"Jiaxian",22.8065086956215,2.18464644643324,-8.52298036737175,0.475351449205386,-8.99833181657713,-8.04762891816636
"160",3.38625,-4.156237693743,-9.22875402316701,"Jiaxian",23.1282778718241,2.33864789164062,-8.53809598421993,0.486607530163554,-9.02470351438348,-8.05148845405637
"161",3.43625,-3.18785455547274,-8.39101984400078,"Jiaxian",23.3415579399106,2.42241866948138,-7.6648151059953,0.497920664673853,-8.16273577066916,-7.16689444132145
"162",3.44875,-3.15785249032806,-8.87343225950969,"Jiaxian",23.365805783751,2.41630529448343,-8.1419963336701,0.506828344128762,-8.64882467779886,-7.63516798954133
"163",3.4675,-2.98641098051454,-9.07178224529509,"Jiaxian",23.3784638624536,2.38189855575245,-8.33834850653084,0.499295132612378,-8.83764363914321,-7.83905337391846
"164",3.48313,-1.86302240007109,-8.90193654821723,"Jiaxian",23.3662584078569,2.32871430206678,-8.1577371899392,0.487316931534779,-8.64505412147398,-7.67042025840442
"165",3.49875,-2.11794411450075,-8.96356580449491,"Jiaxian",23.4679706498462,2.28072124682711,-8.20433683356207,0.482858747659043,-8.68719558122111,-7.72147808590302
"166",3.51438,-2.26172504097377,-8.17017854014421,"Jiaxian",23.4063063282995,2.18949685979224,-7.42369183963945,0.468658526461959,-7.89235036610141,-6.95503331317749
"167",3.52688,-3.43856727635691,-8.50381901724346,"Jiaxian",23.326254513278,2.09232919438063,-7.78236777773824,0.458336938987481,-8.24070471672572,-7.32403083875076
"168",3.53937,-4.39024767959466,-8.77794911623375,"Jiaxian",23.4374585702952,2.02294608874303,-8.03427305089453,0.440951211576023,-8.47522426247055,-7.59332183931851
"169",3.56125,-4.24074492179144,-9.27643234179571,"Jiaxian",23.4167522189467,2.043831722326,-8.52736750548073,0.446658953725558,-8.97402645920629,-8.08070855175517
"170",3.57688,-2.70605309613182,-8.60789491624762,"Jiaxian",23.4071134340327,2.11339380077771,-7.86701126098156,0.458598293635037,-8.32560955461659,-7.40841296734652
"171",3.63172,-4.77354197706387,-9.12112650427434,"Jiaxian",23.4491989488349,2.47324277935033,-8.3799209365914,0.51165667389225,-8.89157761048365,-7.86826426269915
"172",3.69379,-5.29629948010462,-9.2193124555195,"Jiaxian",22.7374041839749,2.72015517381899,-8.59810931910893,0.558058742585785,-9.15616806169471,-8.04005057652315
"173",3.74552,-4.89329898411868,-8.82736780127153,"Jiaxian",20.3246013851838,2.25472138408093,-8.63415297455201,0.481809910996023,-9.11596288554803,-8.15234306355599
"174",3.7869,-4.68730872607938,-8.46856248844897,"Jiaxian",18.77808192983,2.28735317460036,-8.57035804897732,0.498281317115415,-9.06863936609273,-8.0720767318619
"175",3.83862,-5.14230739636576,-8.69515388834449,"Jiaxian",17.9433229504101,2.47457943463943,-8.96311426025732,0.528363812337341,-9.49147807259466,-8.43475044791998
"176",3.89034,-4.90490168452464,-8.49936332578054,"Jiaxian",17.2000743203255,2.63717680908183,-8.90711895660975,0.561147572766958,-9.46826652937671,-8.3459713838428
"177",3.90069,-4.25096333735273,-8.59067079335908,"Jiaxian",17.072603341604,2.66351489665868,-9.01683734460254,0.565836905821801,-9.58267425042434,-8.45100043878073
"178",3.95241,-4.56305173351006,-8.54450258241862,"Jiaxian",16.6080565150969,2.72056394149751,-9.06568423203833,0.569545591428604,-9.63522982346694,-8.49613864060973
"179",4.00414,-5.2764519838096,-8.51251093230313,"Jiaxian",16.4646857789356,2.64065137575847,-9.06199157993968,0.557070472854339,-9.61906205279402,-8.50492110708534
"180",4.05586,-4.89689570047588,-7.14882072371654,"Jiaxian",16.5927393237979,2.48184737883177,-7.66226403965851,0.535745297680593,-8.1980093373391,-7.12651874197792
"181",4.10759,-4.81869086926199,-8.41788375239434,"Jiaxian",16.937550218581,2.31578766699137,-8.8853226067475,0.503412516664822,-9.38873512341232,-8.38191009008268
"182",4.15931,-4.73112990333627,-8.75221961802023,"Jiaxian",17.4442828050443,2.20813443156383,-9.12356601206964,0.488238543658922,-9.61180455572856,-8.63532746841071
"183",4.20062,-4.49489778523152,-8.36892311549031,"Jiaxian",17.9287187656423,2.18734289760507,-8.63977092195949,0.481186445105025,-9.12095736706452,-8.15858447685447
