age,RH,RH.sd,d18p,d18p.sd,Dp17p,Dp17p.sd,f,f.sd,Tsoil,Tsoil.sd
-3.5999999999999996,0.617428111290614,0.01647117419664867,-27.83369615620527,0.8695767517005861,25.162075180731122,5.4355516529164065,0.3103099275283717,0.027239509524796625,21.38832536673359,1.3585256287536749
-3.5,0.6176085415286903,0.017032896532865927,-27.85669456259826,0.8522171183417764,25.163501437286484,5.437121901162105,0.3339380778960081,0.030342295468662114,21.171954478893156,1.377737189265059
-3.4,0.6178042264195676,0.017557573679005754,-27.92056655942417,0.8752898718279278,25.164763197073775,5.439179933329091,0.3493882883217155,0.036988210896132835,20.877462296998438,1.3238967778512638
-3.3,0.617902942526612,0.01803526665012807,-27.930691551274933,0.9073599850658549,25.165870774281498,5.441467055999454,0.34288703822639804,0.04338946573049589,20.39993071579033,1.259056490784271
-3.1999999999999997,0.6179519195342528,0.018508090467054025,-27.93486191114799,0.9440295645484993,25.167223671295034,5.443865044628507,0.3406351686015722,0.048788831919650645,19.77940956411973,1.183498057341117
-3.0999999999999996,0.6179787773530881,0.018964569945240498,-27.97421956701293,0.9882813602299367,25.168641596785665,5.446216459531694,0.3492934417705852,0.05259006220455456,19.05540323926812,1.1668422921828818
-3,0.6179618839790757,0.01938339329825084,-27.98745187484975,1.0443518672362537,25.169831501010474,5.448511523637547,0.3509593082541968,0.05656262293456063,18.23891552063257,1.248564611884089
-2.8999999999999995,0.6178664260980719,0.01976102968700441,-27.911906292387325,1.0934371736414603,25.17023017201106,5.4512669911568885,0.31941968542545274,0.06218326717844447,17.339275047071848,1.4518534241437886
-2.8,0.6177930262413394,0.02016921079271453,-27.862527172728647,1.1556890071557002,25.170696181312668,5.454116439365988,0.3024481273995593,0.07047432984257974,16.50700054116472,1.7618480817304358
-2.7,0.6177304289919531,0.02059934832919101,-27.827966447591063,1.2219893711448537,25.17134970414898,5.4567011716478655,0.2932671639407922,0.08104516037952418,15.785214052069659,2.169672606732426
-2.5999999999999996,0.617678816052223,0.021037449050065434,-27.80571017655096,1.2922712265118406,25.17215973221918,5.459386560121954,0.2884383839937685,0.0923386816031061,15.162038280647142,2.64353442615997
-2.5,0.6176334437376139,0.021480619157739488,-27.78441131065168,1.3594147805014227,25.172668137101148,5.462173588961247,0.28609144860213886,0.103202903534117,14.62058996250383,3.1385538435237796
